id,prediction
142,-0.5780839
143,-1.8638297
144,-0.1427455
145,-2.4727437
146,-4.1789433
147,-4.4700222
148,-1.6577417
149,-1.1336990
150,-4.0584324
151,-4.2443881
152,-1.5200739
153,-1.0149893
154,-3.8299672
155,-4.0954458
156,-1.5288689
157,-1.1197788
158,-3.5067994
159,-3.6438493
160,-1.7320360
161,-1.4539001
162,-3.1059105
163,-3.1552356
164,-1.7669991
165,-1.9057649
166,-2.6742464
167,-2.5277224
168,-1.7497054
169,-2.0552169
170,-2.4115967
171,-2.3487335
172,-1.0636696
173,-1.2859556
174,-1.5130102
175,-1.6114224
176,-1.3380591
177,-1.4464244
178,-1.5607197
179,-1.5448315
180,-1.2485160
181,-1.3803523
182,-1.4392842
183,-1.4461223
184,-1.1562142
185,-1.3098795
186,-1.3594317
187,-1.3712870
188,-1.1035080
189,-1.2434906
190,-1.3173546
191,-1.3602103
192,-1.0678627
193,-1.4371754
194,-1.5828273
195,-1.4530006
196,-1.0068099
197,-1.4286239
198,-1.5769894
199,-1.4598818
200,-1.0239196
201,-1.4417014
202,-1.5739861
203,-1.4727292
204,-1.0432499
205,-1.4543971
206,-1.5942911
207,-1.4809703
208,-1.0418637
209,-1.4869851
210,-1.6158581
211,-1.5094361
212,-1.0532501
213,-1.5043334
214,-1.6266620
215,-1.5129551
216,-1.0457560
217,-1.5202299
218,-1.6399301
219,-1.5371076
220,-1.0664783
221,-1.5370733
222,-1.6944216
223,-1.5697797
224,-1.0864382
225,-1.4993948
226,-1.5786650
227,-1.5007932
228,-0.8349105
229,-0.7399198
230,-1.2353318
231,-1.4466451
232,-0.4425278
233,0.7636130
234,-0.9331151
235,-1.7233177
236,-0.2915107
237,-2.5426900
238,-4.5424572
239,-3.7880748
240,-1.1461316
241,-0.2005615
242,-3.3478438
243,-3.3390064
244,-0.6735153
245,1.1306452
246,-2.3211664
247,-3.2219979
248,-0.6512764
249,1.2241388
250,-2.1385976
251,-3.3863617
252,-0.9014632
253,0.0501808
254,-2.9839619
255,-3.5306661
256,-1.4533803
257,-0.9483535
258,-3.0096456
259,-3.0904935
260,-1.5248239
261,-1.5859623
262,-2.6192265
263,-2.4512060
264,-1.6339419
265,-1.9744230
266,-2.3061862
267,-2.1572008
268,-1.5052566
269,-1.8687833
270,-2.0282709
271,-1.9058111
272,-1.2948944
273,-1.8188567
274,-1.9267446
275,-1.8201027
276,-1.3051520
277,-1.7631671
278,-1.8814569
279,-1.7773644
280,-1.2919169
281,-1.6724138
282,-1.8276181
283,-1.7419855
284,-1.3110739
285,-1.5809287
286,-1.7591608
287,-1.6887441
288,-1.4421630
289,-1.4684911
290,-1.7572861
291,-1.6868402
292,-1.1901118
293,-1.4984079
294,-1.7721099
295,-1.6710181
296,-1.1666993
297,-1.4695351
298,-1.6981342
299,-1.5618890
300,-0.9753429
301,-1.4542740
302,-1.6256552
303,-1.4275077
304,-0.8364863
305,-1.4644311
306,-1.5551881
307,-1.3358896
308,-0.7501657
309,-1.4649110
310,-1.5402235
311,-1.3269068
312,-0.7280580
313,-1.5107522
314,-1.5669268
315,-1.3468389
316,-0.7283642
317,-1.5816122
318,-1.6396110
319,-1.4023047
320,-0.7795672
321,-1.6265068
322,-1.7191059
323,-1.4912737
324,-0.6550374
325,-1.2088929
326,-1.7778937
327,-1.7448737
328,-0.2847188
329,-0.5491313
330,-2.2173792
331,-2.5805907
332,-0.4486224
333,-0.3936462
334,-3.1176890
335,-3.6179699
336,-0.9576307
337,-0.3906007
338,-3.5125730
339,-4.0938728
340,-1.2123973
341,-0.4304075
342,-3.5631246
343,-4.0800327
344,-1.3444041
345,-0.5135897
346,-3.4874434
347,-3.9617701
348,-1.4562354
349,-0.8301525
350,-3.3087190
351,-3.4811186
352,-1.5158195
353,-1.2390663
354,-2.8438672
355,-2.8459083
356,-1.3775436
357,-1.5558783
358,-2.2425657
359,-1.9598958
360,-1.0423435
361,-1.5871302
362,-1.7918822
363,-1.7355860
364,-1.1020397
365,-1.6057202
366,-1.7521234
367,-1.5806773
368,-1.0084243
369,-1.5087494
370,-1.6319005
371,-1.4260570
372,-0.9521773
373,-1.5822210
374,-1.6612661
375,-1.4601549
376,-1.0149028
377,-1.6069713
378,-1.5580644
379,-1.3640345
380,-0.9557329
381,-1.5242827
382,-1.4523667
383,-1.2776933
384,-0.9659355
385,-1.5799984
386,-1.5144905
387,-1.1035576
388,-0.3305984
389,-1.4112705
390,-1.3044362
391,-0.9223925
392,-0.2304622
393,-1.3214478
394,-1.1966056
395,-0.8295515
396,-0.1940165
397,-1.2904579
398,-1.1777635
399,-0.8268256
400,-0.2088008
401,-1.2976899
402,-1.1888362
403,-0.8422378
404,-0.2061814
405,-1.3022386
406,-1.1334096
407,-0.7683398
408,-0.1238471
409,-1.2719321
410,-1.0316397
411,-0.5912608
412,0.0714335
413,-1.2401636
414,-0.9308283
415,-0.4815889
416,0.1464375
417,-1.1476050
418,-0.7567390
419,-0.3403390
420,0.4275900
421,-0.3147149
422,-0.4849660
423,-0.4918304
424,0.6044188
425,0.4445233
426,-1.0492280
427,-1.6394369
428,0.1140137
429,0.1353712
430,-2.3657572
431,-2.9699482
432,-0.4304732
433,-0.8907794
434,-3.3819032
435,-3.5357075
436,-0.7106412
437,-1.1233301
438,-3.5856721
439,-3.7143687
440,-0.9398122
441,-1.0669912
442,-3.3696935
443,-3.5297108
444,-1.0940093
445,-1.2580868
446,-3.2808695
447,-3.3307062
448,-1.2588964
449,-1.6432302
450,-3.0236214
451,-2.8445474
452,-1.4673100
453,-1.7492462
454,-0.8260465
455,-1.2453731
456,-0.7880587
457,-1.5075210
458,-1.5874905
459,-1.4283253
460,-0.8944589
461,-1.7713702
462,-1.6189372
463,-1.3398281
464,-0.8347570
465,-1.5781808
466,-1.3849053
467,-1.2082207
468,-0.7160426
469,-1.2378558
470,-1.4060308
471,-1.3652878
472,-0.8636662
473,-1.3760742
474,-1.4883869
475,-1.2971606
476,-0.8044998
477,-1.3864032
478,-1.4591694
479,-1.2523011
480,-0.8781206
481,-1.4675231
482,-1.6475349
483,-1.5048222
484,-0.9037736
485,-1.4637626
486,-1.6403271
487,-1.4500570
488,-0.8871299
489,-1.4506795
490,-1.6131214
491,-1.4278449
492,-0.8318715
493,-1.4286926
494,-1.5870438
495,-1.3744301
496,0.2172998
497,-0.7581455
498,-0.6556857
499,-0.3939018
500,0.1341904
501,-0.8671814
502,-0.7257110
503,-0.4289446
504,0.1645909
505,-0.9245079
506,-0.7616306
507,-0.3967733
508,0.2278541
509,-0.9866008
510,-0.7672108
511,-0.3754256
512,0.2723609
513,-0.8795517
514,-0.5178712
515,-0.1527838
516,0.5992016
517,0.2112490
518,0.1927774
519,0.1550168
520,1.0424052
521,1.8167799
522,0.3086911
523,-0.6926221
524,0.3628347
525,2.3317662
526,-0.6645567
527,-2.3505097
528,-0.7727934
529,2.0329615
530,-1.7036009
531,-3.2720575
532,-0.9616624
533,0.9631852
534,-2.6340708
535,-3.7427947
536,-1.1375594
537,0.3726164
538,-2.8233148
539,-3.6680009
540,-1.2206228
541,0.0315382
542,-2.7115155
543,-3.2330986
544,-1.2386398
545,-0.5882427
546,-2.4069851
547,-2.5392168
548,-0.9645294
549,-1.2238439
550,-1.9838431
551,-1.6477283
552,-0.5533214
553,-1.7004377
554,-1.7234244
555,-1.3327814
556,-0.5094791
557,-1.7150309
558,-1.6656820
559,-1.2599908
560,-0.4974983
561,-1.6455079
562,-1.5903291
563,-1.2130009
564,-0.5103266
565,-1.5420380
566,-1.4868177
567,-1.1547222
568,-0.5170429
569,-1.4403846
570,-1.3975850
571,-1.0934894
572,-0.5140059
573,-1.3270361
574,-1.3127025
575,-1.0334588
576,-0.6419528
577,-1.2038772
578,-1.3391503
579,-1.1010778
580,-0.4472272
581,-1.2337867
582,-1.3528002
583,-1.0944594
584,-0.4107184
585,-1.2009700
586,-1.3084510
587,-1.0604763
588,-0.3118603
589,-1.1576779
590,-1.2257102
591,-0.9473247
592,-0.2448173
593,-1.1243520
594,-1.2004545
595,-0.8744047
596,-0.1595006
597,-1.1345290
598,-1.1789474
599,-0.8591316
600,-0.1360117
601,-1.1669751
602,-1.1746798
603,-0.8442506
604,-0.1082997
605,-1.2129635
606,-1.1936901
607,-0.8586383
608,-0.1391964
609,-1.2326653
610,-1.2748088
611,-1.0480716
612,-0.2563625
613,-1.0444095
614,-1.5315604
615,-1.6213906
616,-0.6347222
617,-1.0838762
618,-2.2492496
619,-2.4998185
620,-0.9216850
621,-1.0845428
622,-2.7736626
623,-3.0583991
624,-0.9465918
625,-0.5102481
626,-2.7586755
627,-3.3993363
628,-1.2962897
629,-0.2667133
630,-2.9114203
631,-3.8326719
632,-1.9822158
633,-0.1038585
634,-2.8354415
635,-3.9063297
636,-2.4536462
637,-0.1139299
638,-2.6060393
639,-3.5929296
640,-2.2024824
641,-0.4731596
642,-2.3274090
643,-2.7089507
644,-1.4177638
645,-1.1276751
646,-2.0008122
647,-1.7711506
648,-0.5981317
649,-1.9763133
650,-1.9090144
651,-1.4425141
652,-0.4317396
653,-2.1913486
654,-2.1856681
655,-1.6874434
656,-0.6856823
657,-2.4263015
658,-2.4388609
659,-1.9573976
660,-0.9144314
661,-2.4859675
662,-2.5346479
663,-1.8715428
664,-0.8454774
665,-2.3227350
666,-2.3274503
667,-1.8422766
668,-0.8214924
669,-2.1977015
670,-2.1747390
671,-1.6940128
672,-0.6583547
673,-1.0920079
674,-1.2311123
675,-0.9739490
676,-0.2001031
677,-1.0163407
678,-1.1184113
679,-0.8205233
680,-0.1096007
681,-0.9669925
682,-1.0576624
683,-0.7307957
684,0.0316474
685,-0.9101971
686,-0.9788397
687,-0.6238384
688,0.1828970
689,-0.9258340
690,-0.9319146
691,-0.5407027
692,0.2423555
693,-0.9609138
694,-0.9288651
695,-0.5169938
696,0.2761878
697,-1.0252125
698,-0.9734191
699,-0.5422073
700,0.2472431
701,-1.1268778
702,-1.0574695
703,-0.6396115
704,0.1389304
705,-1.1995529
706,-1.1817580
707,-0.9062279
708,-0.1047746
709,-0.7449769
710,-1.1559479
711,-1.2483175
712,-0.2626207
713,0.4580897
714,-0.9271382
715,-1.7170647
716,-0.4996599
717,1.5296965
718,-1.1299164
719,-2.4476405
720,-0.9949001
721,0.5942918
722,-2.0073977
723,-2.9134913
724,-0.9764002
725,0.3630938
726,-2.2005054
727,-3.0472142
728,-1.2766256
729,0.0433660
730,-2.2000068
731,-2.8563411
732,-1.2302464
733,-0.2834142
734,-2.1192740
735,-2.5324790
736,-1.1116497
737,-0.7003819
738,-2.0101347
739,-2.0604937
740,-0.7836329
741,-1.3091308
742,-1.8861431
743,-1.4426634
744,-0.2767813
745,-1.7021012
746,-1.7815047
747,-1.3176634
748,-0.2825502
749,-1.9317838
750,-1.8438299
751,-1.4049895
752,-0.3851575
753,-1.9505986
754,-1.9640747
755,-1.3960766
756,-0.4450318
757,-1.8214186
758,-1.8114020
759,-1.3894605
760,-0.4825228
761,-1.7201338
762,-1.6194936
763,-1.2358943
764,-0.3971524
765,-1.4839597
766,-1.4719582
767,-1.0967831
768,-0.4572306
769,-0.8825135
770,-1.0350746
771,-0.9007299
772,-0.1867192
773,-0.7477560
774,-0.9196720
775,-0.6701214
776,0.0586580
777,-0.6295478
778,-0.8101020
779,-0.5787734
780,0.1186000
781,-0.6176207
782,-0.8247066
783,-0.5895182
784,0.1014279
785,-0.6585734
786,-0.8744306
787,-0.6651296
788,0.0509359
789,-0.7012376
790,-0.9327741
791,-0.6984022
792,0.0590155
793,-0.7173994
794,-0.9470958
795,-0.6777614
796,0.1011920
797,-0.7186411
798,-1.0558925
799,-0.8222607
800,-0.0402769
801,-0.8470042
802,-1.2204686
803,-1.2168426
804,-0.4163757
805,-0.9997222
806,-1.7069381
807,-1.8066268
808,-0.8193267
809,-0.8899925
810,-2.1766619
811,-2.5048634
812,-1.1458056
813,-0.5779011
814,-2.6157369
815,-3.0539372
816,-1.2037816
817,-0.1431680
818,-2.6838501
819,-3.2617961
820,-1.0076781
821,0.0553058
822,-2.5631496
823,-3.0941123
824,-0.8878153
825,0.1117242
826,-2.2658809
827,-2.6379483
828,-0.6110824
829,0.1867506
830,-1.7663276
831,-2.0466785
832,-0.3820836
833,-0.0076687
834,-1.4425610
835,-1.5818154
836,-0.3059432
837,-0.7292023
838,-1.4974498
839,-1.2145813
840,-0.1834451
841,-1.3658866
842,-1.4218260
843,-0.9929925
844,-0.0568548
845,-1.4540352
846,-1.4032338
847,-0.9754299
848,-0.0761785
849,-1.4576334
850,-1.4359486
851,-1.0041206
852,-0.1599252
853,-1.4053990
854,-1.3794170
855,-0.9998654
856,-0.2155086
857,-1.3803286
858,-1.3292200
859,-1.0219750
860,-0.3469183
861,-1.3205918
862,-1.3276375
863,-1.0465113
864,0.0382574
865,-0.4588000
866,-0.7429882
867,-0.5527375
868,-0.0222726
869,-0.1446982
870,-0.1579138
871,0.0805923
872,0.6707503
873,-0.2435834
874,-0.1379055
875,0.1795248
876,0.8016381
877,-0.1457525
878,-0.0022684
879,0.3407345
880,1.0803271
881,-0.0109464
882,0.2166980
883,0.5909433
884,1.2556383
885,0.0559292
886,0.3241205
887,0.7341298
888,1.3925311
889,0.0947933
890,0.4027869
891,0.8581402
892,1.5492900
893,0.1236662
894,0.3918753
895,0.9369155
896,1.6377520
897,0.1183499
898,0.6094076
899,1.1043036
900,1.8277523
901,0.7799426
902,1.0471265
903,1.2690260
904,2.1092250
905,2.0638179
906,1.4737626
907,1.0638045
908,1.8651617
909,3.2923517
910,1.3386373
911,0.1504110
912,1.0279130
913,3.7380690
914,0.7458988
915,-0.9386942
916,0.3408055
917,3.3166831
918,0.0542943
919,-1.6149937
920,-0.0905897
921,2.6295960
922,-0.3232063
923,-1.4762701
924,0.3196142
925,2.1701452
926,0.1195232
927,-0.2702164
928,1.4732122
929,1.8615519
930,0.8238662
931,1.0075826
932,2.1294036
933,1.0345962
934,0.7956418
935,1.1705079
936,1.8685197
937,-0.2333802
938,0.3135658
939,1.0155523
940,1.7502462
941,-0.4121904
942,0.1666565
943,0.8931770
944,1.6276437
945,-0.4490349
946,0.2614569
947,0.8696171
948,1.5013082
949,-0.4059023
950,0.2975775
951,0.9190524
952,1.4286613
953,-0.2319148
954,0.3744290
955,0.8845603
956,1.2893755
957,-0.0945509
958,0.4233722
959,0.8676288
960,1.3131902
961,0.4357858
962,0.8253847
963,1.2595346
964,1.6066774
965,0.4802057
966,0.8795040
967,1.3506589
968,1.7857013
969,0.4705556
970,0.9023468
971,1.4209170
972,1.9308184
973,0.4478051
974,0.9420263
975,1.6119786
976,2.1879414
977,0.5177117
978,1.0371219
979,1.6620833
980,2.2645013
981,0.4428715
982,0.9576523
983,1.6186665
984,2.2804615
985,0.3492742
986,0.8817797
987,1.5470001
988,2.3195443
989,0.2212721
990,0.7735474
991,1.4991767
992,2.2689031
993,0.1936346
994,0.9068087
995,1.5373110
996,2.3996638
997,1.2380686
998,1.6290928
999,1.9221643
1000,2.7623284
1001,3.1710772
1002,2.5412709
1003,1.9015019
1004,2.4939866
1005,4.7640572
1006,2.7938177
1007,1.1400717
1008,1.5901802
1009,5.3938860
1010,2.2042233
1011,0.2526276
1012,0.4613241
1013,-0.2641421
1014,0.0450768
1015,-1.0700071
1016,1.1558527
1017,1.8762027
1018,-0.6403133
1019,-1.2787759
1020,0.8096482
1021,1.4384946
1022,-0.6607882
1023,-1.1076119
1024,0.7340282
1025,0.8045617
1026,-0.7542348
1027,-0.7875383
1028,0.5938617
1029,-0.1995187
1030,-0.8968129
1031,-0.6053064
1032,0.3317588
1033,-1.0120936
1034,-0.9827640
1035,-0.6650991
1036,0.1260051
1037,-1.1767602
1038,-1.0751560
1039,-0.6600519
1040,0.0695917
1041,-1.1366862
1042,-1.0411654
1043,-0.6330815
1044,0.0604200
1045,-1.0635808
1046,-0.9633048
1047,-0.5602983
1048,0.0869605
1049,-0.9352031
1050,-0.8021803
1051,-0.4008961
1052,0.2239908
1053,-0.5569186
1054,-0.6008124
1055,-0.2529832
1056,0.4026665
1057,-0.3960079
1058,-0.4176053
1059,-0.1558345
1060,0.4174049
1061,-0.5231009
1062,-0.5209834
1063,-0.1177965
1064,0.5039123
1065,-0.5058663
1066,-0.4483658
1067,-0.1229733
1068,0.7062190
1069,-0.3736035
1070,-0.2739676
1071,0.2287549
1072,1.0124824
1073,-0.2414201
1074,-0.0883661
1075,0.3724126
1076,1.1776844
1077,-0.2260440
1078,-0.0666588
1079,0.3828760
1080,1.1939952
1081,-0.2751008
1082,-0.0966130
1083,0.3473562
1084,1.1120791
1085,-0.4155720
1086,-0.2630578
1087,0.1534161
1088,0.9592594
1089,-0.4490039
1090,-0.4033026
1091,-0.1565564
1092,0.4383801
1093,1.4872305
1094,1.4788419
1095,1.0724029
1096,1.3810429
1097,3.0337048
1098,1.3941059
1099,-0.0789225
1100,0.2072804
1101,3.8010623
1102,0.8055639
1103,-2.0033926
1104,-1.7819086
1105,0.5122391
1106,-1.3526589
1107,-1.9398138
1108,-0.1738120
1109,0.8271623
1110,-1.6220724
1111,-2.5104590
1112,-0.7314915
1113,0.9572709
1114,-1.5922597
1115,-2.8109783
1116,-1.2030192
1117,0.9188715
1118,-1.5053824
1119,-2.5652090
1120,-1.0799893
1121,0.6728397
1122,-1.3059668
1123,-1.8272023
1124,-0.5474508
1125,-0.0878179
1126,-1.1384653
1127,-1.0468469
1128,-0.0463014
1129,-0.9684884
1130,-1.1216589
1131,-0.7263549
1132,0.1020499
1133,-1.0446504
1134,-0.9966677
1135,-0.5532867
1136,0.2709467
1137,-0.8249978
1138,-0.7957384
1139,-0.3652480
1140,0.4302822
1141,-0.7628495
1142,-0.7341830
1143,-0.2996688
1144,0.5019051
1145,-0.7453327
1146,-0.7038523
1147,-0.2517117
1148,0.5552180
1149,-0.6982322
1150,-0.6708603
1151,-0.2128218
1152,0.5851114
1153,-0.0565668
1154,-0.0798902
1155,0.2143513
1156,0.9201518
1157,-0.0106097
1158,-0.0257170
1159,0.2774086
1160,0.9956077
1161,0.0505655
1162,0.0380407
1163,0.3694939
1164,1.0777343
1165,0.0755421
1166,0.0689496
1167,0.4168649
1168,1.2264923
1169,0.1875658
1170,0.2123328
1171,0.5717234
1172,1.3032036
1173,0.3356075
1174,0.2925614
1175,0.5912800
1176,1.2906279
1177,-0.2034354
1178,0.1092212
1179,0.6159352
1180,1.4123313
1181,-0.1537109
1182,0.1643495
1183,0.6746051
1184,1.5036320
1185,0.0394817
1186,0.4950004
1187,0.8338926
1188,1.6462254
1189,1.2607214
1190,1.0312806
1191,0.7734945
1192,1.4088490
1193,3.0542934
1194,1.2599071
1195,-0.3647251
1196,0.1641431
1197,3.8683527
1198,0.6025348
1199,-1.7545610
1200,-0.6972178
1201,1.5785568
1202,-1.5023501
1203,-3.1096356
1204,-1.3301947
1205,1.2788747
1206,-1.9665114
1207,-3.6688949
1208,-2.0942348
1209,1.0539912
1210,-2.3495692
1211,-4.1897259
1212,-2.7137210
1213,0.7553214
1214,-2.4074974
1215,-3.8190024
1216,-2.2058918
1217,0.4583062
1218,-1.8699025
1219,-2.4750371
1220,-0.8928798
1221,-0.0986647
1222,-1.1687373
1223,-1.0254005
1224,0.1034921
1225,-0.6980243
1226,-0.7169409
1227,-0.3692574
1228,0.1974402
1229,-0.6953869
1230,-0.2749158
1231,0.2459956
1232,1.1538452
1233,-0.2677854
1234,0.1486394
1235,0.8318175
1236,1.6647006
1237,-0.0211477
1238,0.4932127
1239,1.0439901
1240,1.7145957
1241,0.0536092
1242,0.5159854
1243,0.9916570
1244,1.5440521
1245,0.1051128
1246,0.4717157
1247,0.9066674
1248,1.5873838
1249,0.7877489
1250,1.2050703
1251,1.5711739
1252,1.9168525
1253,0.8525833
1254,1.2588257
1255,1.6918911
1256,2.0194720
1257,0.9621953
1258,1.3679144
1259,1.8169753
1260,2.2625285
1261,0.9962683
1262,1.4479160
1263,1.9501553
1264,2.5650868
1265,0.9839934
1266,1.5112484
1267,2.0774893
1268,2.7927422
1269,0.9494057
1270,1.4934308
1271,2.1128864
1272,2.8770417
1273,0.8543862
1274,1.4602395
1275,2.1055759
1276,2.9038182
1277,0.7271463
1278,1.3793296
1279,2.0643043
1280,2.8753507
1281,0.7373127
1282,1.5717104
1283,2.2400938
1284,3.0464767
1285,2.1686921
1286,2.2105181
1287,1.9806737
1288,2.6716564
1289,3.7375753
1290,1.8983283
1291,0.3504282
1292,1.0338432
1293,3.9493176
1294,0.5095657
1295,-1.9611610
1296,-0.8729491
1297,3.3683557
1298,-0.5086515
1299,-2.9525240
1300,-1.4205259
1301,3.3369152
1302,-0.5341773
1303,-3.1895137
1304,-2.0067007
1305,0.5968333
1306,-1.3866289
1307,-1.7561039
1308,0.1640048
1309,0.8306524
1310,-1.4775517
1311,-2.0708352
1312,-0.1827186
1313,0.4981619
1314,-1.2516568
1315,-1.5590702
1316,-0.0735919
1317,0.1126869
1318,-0.9024504
1319,-0.7104230
1320,0.3939094
1321,-0.5595209
1322,-0.7949374
1323,-0.3125139
1324,0.6141360
1325,-0.8404796
1326,-0.6168331
1327,-0.0761972
1328,0.7817558
1329,-0.7816297
1330,-0.4837104
1331,0.0828291
1332,0.8586568
1333,-0.7210844
1334,-0.2806973
1335,0.3310931
1336,1.0291338
1337,-0.5159085
1338,0.0060077
1339,0.5805554
1340,1.2814932
1341,-0.3238681
1342,0.2270711
1343,0.8458976
1344,1.3704161
1345,0.2520422
1346,0.9842363
1347,1.8907734
1348,2.9345086
1349,0.4900167
1350,1.2757949
1351,2.1693049
1352,3.0779383
1353,0.6840440
1354,1.4564887
1355,2.3148008
1356,3.2414518
1357,0.8249351
1358,1.6207057
1359,2.4809194
1360,3.3665835
1361,0.9435963
1362,1.7803884
1363,2.6144678
1364,3.4811296
1365,1.0359458
1366,1.8828418
1367,2.7448498
1368,3.5835738
1369,1.0736851
1370,1.9260365
1371,2.7546980
1372,3.5792665
1373,1.0340044
1374,1.9639864
1375,2.8469996
1376,3.6546866
1377,1.1375595
1378,2.1058484
1379,2.9173252
1380,3.6987717
1381,2.4678245
1382,2.6615912
1383,2.4840106
1384,2.9800468
1385,3.7198987
1386,1.9171978
1387,0.1001532
1388,0.3607510
1389,3.3588280
1390,-0.3292466
1391,-3.2742029
1392,-3.0325689
1393,2.0506493
1394,-2.4630957
1395,-5.6556266
1396,-4.7444531
1397,1.3188349
1398,-3.4144550
1399,-6.2987316
1400,-5.4381024
1401,1.0455241
1402,-3.3903023
1403,-6.0695168
1404,-4.6874691
1405,1.4181646
1406,-2.4349456
1407,-4.3642013
1408,-2.6860402
1409,1.5784045
1410,-1.2604821
1411,-2.1633688
1412,-0.5309810
1413,0.8680939
1414,-0.4384823
1415,-0.2479685
1416,1.0979159
1417,-0.3945611
1418,-0.0476702
1419,0.7601704
1420,1.8607184
1421,-0.2563589
1422,0.4811453
1423,1.3939396
1424,2.3620964
1425,0.1733436
1426,0.9207732
1427,1.7452913
1428,2.5689886
1429,0.3417624
1430,1.0447752
1431,1.7656930
1432,2.3948581
1433,0.2861569
1434,0.9227662
1435,1.5454289
1436,2.0534506
1437,0.2432227
1438,0.8960344
1439,1.5121418
1440,2.2600759
1441,0.7005039
1442,1.4724660
1443,2.3698553
1444,3.2806813
1445,0.7461263
1446,1.6394189
1447,2.5544006
1448,0.3384697
1449,-0.6851818
1450,-0.7390207
1451,-0.4410982
1452,0.3321696
1453,-0.8201586
1454,-0.9454896
1455,-0.6386999
1456,0.3396430
1457,-0.8213308
1458,-0.9480569
1459,-0.6577775
1460,0.2371930
1461,-0.8587290
1462,-0.9033247
1463,-0.5623493
1464,0.3676997
1465,-0.6815873
1466,-0.7164270
1467,-0.2973501
1468,0.6184471
1469,-0.4235434
1470,-0.3908048
1471,-0.0248336
1472,0.7163567
1473,-0.2720009
1474,-0.4869755
1475,2.7385091
1476,3.2853844
1477,2.7747370
1478,3.0708894
1479,2.7882428
1480,2.8009096
1481,4.7481952
1482,3.2113079
1483,1.3246365
1484,-0.0618567
1485,0.0234320
1486,-1.6651001
1487,-1.9933192
1488,0.0387294
1489,0.7215220
1490,-1.3196398
1491,-1.8131152
1492,-0.0884907
1493,1.2634462
1494,-1.0063389
1495,-2.0745436
1496,-0.5585585
1497,1.6030452
1498,-0.8425011
1499,-2.1837887
1500,-0.9349351
1501,1.8017243
1502,-0.6293165
1503,-1.8725774
1504,-0.4833655
1505,1.8162266
1506,-0.3087647
1507,-0.9985502
1508,0.2513091
1509,0.9096974
1510,-0.2301734
1511,-0.2077175
1512,0.8214320
1513,-0.2848171
1514,-0.3760381
1515,-0.0599273
1516,0.8202564
1517,-0.6079805
1518,-0.5879599
1519,-0.1498155
1520,0.6929955
1521,-0.7317284
1522,-0.5913912
1523,-0.2457223
1524,0.5689171
1525,-0.7679954
1526,-0.7044588
1527,-0.3027187
1528,0.4574971
1529,-0.7419553
1530,-0.5953559
1531,-0.2202102
1532,0.4500730
1533,-0.6098225
1534,-0.4454227
1535,-0.0327214
1536,0.9917834
1537,0.0194899
1538,0.8052989
1539,1.7354991
1540,2.8619776
1541,0.7100387
1542,1.5182252
1543,2.4189781
1544,3.4339107
1545,1.2217441
